iter	Logloss
0	0.3101507299
1	0.1396726713
2	0.06397820819
3	0.03239654445
4	0.01770283339
5	0.01073424119
6	0.007292923641
7	0.005428888034
8	0.004264365706
9	0.003410948453
10	0.002886574382
11	0.002544791226
12	0.002326826023
13	0.002196167553
14	0.002054793163
15	0.001897637999
16	0.001794541693
17	0.001728079957
18	0.001682107742
19	0.001644117694
20	0.001601629716
21	0.001569679712
22	0.001544044029
23	0.001529206201
24	0.001505284494
25	0.001479983733
26	0.001462380073
27	0.001440744797
28	0.001429929511
29	0.001410892539
30	0.001398138652
31	0.00137366643
32	0.001358033204
33	0.001345805046
34	0.001338457002
35	0.001327766198
36	0.001309390942
37	0.001298929002
38	0.001293546096
39	0.001269828544
40	0.001255060944
41	0.001244160727
42	0.001229665647
43	0.001220389578
44	0.00120789953
45	0.001200942075
46	0.001190146697
47	0.001183177487
48	0.001163257592
49	0.00114699574
50	0.001141067628
51	0.001131843755
52	0.001126001055
53	0.001111034302
54	0.001106565093
55	0.001100612682
56	0.001089430852
57	0.001079587467
58	0.001069573477
59	0.001065514912
60	0.001055663007
61	0.001047214768
62	0.001039473369
63	0.001035324585
64	0.001026298393
65	0.001019768003
66	0.001013165238
67	0.001008544499
68	0.001003451854
69	0.0009990384421
70	0.000993669001
71	0.0009878042401
72	0.0009779956485
73	0.0009727318939
74	0.0009671334218
75	0.0009565891502
76	0.0009454074857
77	0.0009381593594
78	0.0009312153907
79	0.0009266101386
80	0.0009206972164
81	0.0009153553376
82	0.000908516036
83	0.0009032473728
84	0.0009000626601
85	0.0008965676579
86	0.0008918005098
87	0.0008886845497
88	0.000884566372
89	0.0008817193407
90	0.000877751035
91	0.0008701748472
92	0.0008657913716
93	0.0008643197531
94	0.0008620504913
95	0.00085913503
96	0.0008541459764
97	0.0008502860862
98	0.000847374349
99	0.000844484436
100	0.000839287416
101	0.0008365989418
102	0.0008350778126
103	0.0008300438195
104	0.000827891874
105	0.0008248479653
106	0.000820223073
107	0.0008156964446
108	0.0008115877583
109	0.000808628492
110	0.0008060290477
111	0.0008022855543
112	0.0007971205527
113	0.0007927563965
114	0.0007899032693
115	0.000787522373
116	0.0007856707004
117	0.0007844745871
118	0.0007814225449
119	0.0007801471939
120	0.0007787592992
121	0.000776203423
122	0.0007749952214
123	0.0007734782328
124	0.0007712676948
125	0.000769195254
126	0.000765715216
127	0.0007612028068
128	0.0007591176108
129	0.000756958432
130	0.0007522609098
131	0.0007511512352
132	0.0007493028196
133	0.0007473262432
134	0.0007447095309
135	0.0007427339523
136	0.0007402302866
137	0.0007382524717
138	0.0007372357354
139	0.0007358795823
140	0.0007341209503
141	0.0007319711984
142	0.0007296925704
143	0.0007275920271
144	0.0007261285901
145	0.0007241088253
146	0.0007225233998
147	0.0007206596531
148	0.0007181702614
149	0.0007175024672
150	0.0007149968656
151	0.0007136356398
152	0.0007123679469
153	0.0007106246738
154	0.0007077358734
155	0.0007070781019
156	0.000705076193
157	0.0007028396123
158	0.0007008965132
159	0.0006979922344
160	0.0006954556007
161	0.0006940573424
162	0.0006928454877
163	0.0006919552842
164	0.0006885473209
165	0.0006856597775
166	0.0006836177106
167	0.0006811396916
168	0.0006801263326
169	0.0006786000642
170	0.000676810163
171	0.0006756311591
172	0.0006744296374
173	0.0006728440275
174	0.0006710280382
175	0.0006688533851
176	0.0006667153732
177	0.0006648555156
178	0.0006626237666
179	0.0006615901798
180	0.0006606786637
181	0.0006595166081
182	0.0006583908011
183	0.000656577171
184	0.0006539977495
185	0.0006528150263
186	0.0006507149941
187	0.0006492632633
188	0.0006469047065
189	0.0006451446078
190	0.000643386352
191	0.0006421130087
192	0.0006407938322
193	0.0006396338063
194	0.0006388663212
195	0.0006374046018
196	0.0006361193125
197	0.0006341673863
198	0.0006323148074
199	0.0006310061645
200	0.0006300376775
201	0.0006288428266
202	0.0006275064641
203	0.000626476315
204	0.0006244535364
205	0.0006231776554
206	0.0006212027166
207	0.0006201466351
208	0.0006185784357
209	0.0006168335071
210	0.0006160870494
211	0.0006141130256
212	0.000612185242
213	0.0006106971775
214	0.0006086832613
215	0.0006072075125
216	0.0006054418553
217	0.0006043946899
218	0.0006028263018
219	0.0006015590311
220	0.0006002213791
221	0.0005988515441
222	0.0005974289618
223	0.0005964587039
224	0.0005951875276
225	0.0005936661154
226	0.000592350575
227	0.000590238387
228	0.0005892701612
229	0.0005882273331
230	0.0005859615421
231	0.0005844920847
232	0.0005827388447
233	0.0005815982862
234	0.0005808683454
235	0.0005787570411
236	0.0005782786794
237	0.0005771193387
238	0.0005746797306
239	0.0005735700014
240	0.0005726188286
241	0.0005709498983
242	0.0005697574306
243	0.0005692138508
244	0.0005674370826
245	0.0005653697607
246	0.0005635528263
247	0.0005626229752
248	0.0005611003123
249	0.0005599911769
250	0.0005587728924
251	0.0005567298557
252	0.0005560647414
253	0.0005541880861
254	0.0005533805694
255	0.0005525580528
256	0.0005515227064
257	0.0005507949345
258	0.0005499087881
259	0.0005489998875
260	0.0005476916417
261	0.0005469845168
262	0.0005460896401
263	0.0005452252027
264	0.0005435908959
265	0.0005429353916
266	0.000541231679
267	0.0005407876622
268	0.0005399026872
269	0.0005392802822
270	0.0005386042069
271	0.000536923396
272	0.0005362772776
273	0.000534882631
274	0.0005339352414
275	0.0005325716663
276	0.000531623669
277	0.0005306788725
278	0.0005293972057
279	0.0005287958516
280	0.0005271404214
281	0.0005260464376
282	0.0005248249783
283	0.0005234403878
284	0.0005220287416
285	0.0005210760962
286	0.0005198670799
287	0.00051848701
288	0.0005169996064
289	0.0005159294374
290	0.0005148613206
291	0.0005135903009
292	0.0005123026792
293	0.0005116757078
294	0.0005105726445
295	0.0005100878795
296	0.0005091980773
297	0.0005078523625
298	0.0005068055794
299	0.0005061416586
